"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003561700","Census Tract 5617, Allegheny County, Pennsylvania","306","45","37000","5243","52.9","12.2","53056","18688","40.5","14.2","33958","2267","0.0","7.1","-","**","0.0","7.1","-","**","0.0","7.1","-","**","0.0","7.1","-","**","6.5","9.7","-","**","6.2","7.5","-","**","48.4","11.7","45714","14814","3.3","4.2","-","**","40.5","11.3","31771","10008","40.5","9.7","57500","10856","15.7","4.7","33500","5185","200","35","39900","8711","39.0","9.8","34327","4458","61.0","9.8","58500","18486","48.5","11.9","58750","15361","38.5","13.8","34063","1078","13.0","11.3","77679","26983","106","44","-","**","29.2","17.2","-","**","29.2","17.2","-","**","0.0","19.0","-","**","70.8","17.2","-","**","65.1","20.3","-","**","5.7","7.3","-","**","37.9","(X)","(X)","(X)","48.5","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"1400000US42003561900","Census Tract 5619, Allegheny County, Pennsylvania","1028","81","27308","8286","5.9","4.8","11492","2296","91.4","5.8","29375","8473","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","2.6","3.3","-","**","0.0","2.2","-","**","5.9","4.8","11492","2296","2.7","3.8","-","**","17.7","7.5","-","**","44.3","7.7","30685","7980","35.3","6.4","21964","15406","505","83","34972","14742","47.7","11.0","27813","14617","52.3","11.0","52105","13299","26.7","8.6","57589","24755","49.5","13.3","32083","5884","23.8","10.9","46216","15190","523","96","14315","5894","68.1","14.8","9871","5115","64.8","15.4","10078","5271","3.3","3.9","-","**","31.9","14.8","23958","7005","25.0","12.0","30052","24686","6.9","10.6","-","**","54.5","(X)","(X)","(X)","53.3","(X)","(X)","(X)","52.8","(X)","(X)","(X)",
"1400000US42003562000","Census Tract 5620, Allegheny County, Pennsylvania","1738","140","19483","8185","54.7","8.1","22193","5297","12.0","5.5","8477","2490","0.0","1.3","-","**","30.6","8.8","21905","9644","0.0","1.3","-","**","0.0","1.3","-","**","2.8","2.6","-","**","3.2","3.1","-","**","53.6","7.9","21798","5267","31.4","7.7","4629","1703","32.6","8.0","31367","13634","12.3","3.5","11154","1717","23.7","4.8","25479","10211","313","117","48487","5455","21.7","11.5","173977","102353","78.3","11.5","46358","8880","85.3","12.9","50563","11119","12.5","11.8","8456","2654","2.2","4.6","-","**","1425","147","11964","5002","50.2","9.0","11383","2328","36.4","8.1","13109","8885","13.8","6.0","5625","3906","49.8","9.0","20170","17290","43.6","8.7","20449","12926","6.2","4.1","-","**","20.8","(X)","(X)","(X)","35.1","(X)","(X)","(X)","17.7","(X)","(X)","(X)",
"1400000US42003562300","Census Tract 5623, Allegheny County, Pennsylvania","1471","113","14263","5255","42.7","7.7","16364","6095","53.7","7.9","13112","7592","0.0","1.5","-","**","1.8","2.7","-","**","0.0","1.5","-","**","0.0","1.5","-","**","1.8","1.9","64196","28851","1.2","1.6","-","**","42.1","7.6","17386","6468","3.3","3.6","2,500-","***","25.6","7.4","-","**","50.7","7.1","11809","2537","20.5","5.8","17829","4509","769","140","25986","12576","56.2","11.5","26724","13206","43.8","11.5","-","**","45.1","14.4","58304","35680","51.4","14.7","-","**","3.5","3.7","-","**","702","138","12296","1885","55.1","11.2","12553","1822","53.8","10.8","12409","1775","1.3","2.0","-","**","44.9","11.2","11016","6824","38.7","10.9","12188","6944","6.1","7.4","-","**","33.2","(X)","(X)","(X)","30.0","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"1400000US42003562400","Census Tract 5624, Allegheny County, Pennsylvania","1272","130","38750","14671","35.2","7.5","51875","9655","59.0","6.5","32336","8662","2.5","4.0","-","**","2.0","2.7","-","**","0.0","1.8","-","**","0.0","1.8","-","**","1.2","1.3","-","**","3.0","4.0","-","**","34.7","7.6","52143","9669","3.1","5.0","-","**","23.5","7.8","30563","20204","43.9","8.6","57521","17433","29.4","6.7","31739","5860","668","121","59195","4306","33.7","13.5","48295","30066","66.3","13.5","61138","4861","68.7","10.6","61853","9634","29.0","10.4","29500","18207","2.2","2.5","-","**","604","123","29196","5264","44.2","12.7","29563","6218","38.7","12.2","29750","8122","5.5","5.3","-","**","55.8","12.7","28281","22691","47.0","12.0","30435","12621","8.8","10.7","-","**","46.5","(X)","(X)","(X)","58.5","(X)","(X)","(X)","33.1","(X)","(X)","(X)",
"1400000US42003562500","Census Tract 5625, Allegheny County, Pennsylvania","1186","95","29375","10961","51.1","8.2","27452","10785","40.6","11.2","35329","21318","0.0","1.9","-","**","2.1","2.8","-","**","0.0","1.9","-","**","1.2","1.6","-","**","5.1","5.6","100756","38600","0.0","1.9","-","**","51.1","8.2","27452","10785","3.3","3.2","24904","11972","37.8","7.7","25952","18368","36.2","7.6","42321","13820","22.8","5.8","19375","6539","710","121","40417","7091","46.8","9.5","21739","4487","53.2","9.5","58362","11049","46.3","13.4","70114","18835","48.2","15.0","21920","5601","5.5","5.8","-","**","476","123","22143","6676","53.6","14.0","19563","15784","44.5","15.0","16979","10450","9.0","8.9","38510","10120","46.4","14.0","22688","6509","43.1","13.8","21339","6623","3.4","4.0","-","**","33.9","(X)","(X)","(X)","35.4","(X)","(X)","(X)","23.5","(X)","(X)","(X)",
"1400000US42003562600","Census Tract 5626, Allegheny County, Pennsylvania","1043","117","32869","11910","69.5","7.6","34574","8602","29.6","7.4","26051","11234","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.9","1.8","-","**","2.0","2.6","-","**","68.4","7.6","34915","9318","11.0","6.5","26473","17939","25.1","4.9","45200","14296","43.4","7.6","32663","19542","20.4","5.1","21023","4268","591","81","45781","10994","48.7","9.3","33750","24647","51.3","9.3","51898","17159","53.6","11.9","82545","14570","35.5","11.7","25357","7654","10.8","5.9","41389","17927","452","122","15809","4760","51.3","15.1","12692","8011","49.8","14.9","13365","8163","1.5","2.3","-","**","48.7","15.1","20833","16161","34.5","15.2","14338","5125","14.2","10.5","49444","22028","20.8","(X)","(X)","(X)","26.2","(X)","(X)","(X)","13.7","(X)","(X)","(X)",
"1400000US42003562700","Census Tract 5627, Allegheny County, Pennsylvania","1124","99","37386","11583","69.9","6.3","47961","5148","22.2","6.3","23984","3920","0.0","2.0","-","**","5.3","3.4","50167","34083","0.6","0.9","-","**","0.0","2.0","-","**","1.9","1.5","-","**","3.4","2.3","49500","33728","67.2","6.3","46941","6455","14.4","5.1","25227","22365","49.8","5.4","48571","6154","19.4","5.9","32256","22250","16.4","4.7","25603","2469","226","56","61500","22614","15.9","9.3","-","**","84.1","9.3","62375","35411","73.5","14.6","86667","21463","24.3","14.7","-","**","2.2","3.5","-","**","898","110","32366","5559","44.5","8.3","21797","6445","35.9","8.0","18333","10493","8.7","4.1","-","**","55.5","8.3","48106","5338","43.9","8.2","44000","15933","11.6","4.9","61250","13414","22.4","(X)","(X)","(X)","27.4","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1400000US42003562800","Census Tract 5628, Allegheny County, Pennsylvania","805","34","42946","9798","91.6","4.2","44732","8516","6.3","3.7","-","**","0.0","2.8","-","**","1.1","1.5","-","**","0.0","2.8","-","**","0.0","2.8","-","**","1.0","1.1","-","**","0.0","2.8","-","**","91.6","4.2","44732","8516","2.4","2.3","-","**","31.2","6.4","52448","4157","38.4","5.5","37656","16551","28.1","4.7","21477","4178","373","73","52461","4178","34.0","10.6","53313","4338","66.0","10.6","50313","17196","68.6","10.4","52750","4642","20.1","8.3","-","**","11.3","8.0","49464","10528","432","68","20909","4961","57.9","11.4","18846","5985","54.4","11.5","17404","5516","3.5","3.2","83542","54397","42.1","11.4","30417","22363","33.8","8.8","19167","6549","8.3","7.3","61548","3320","34.5","(X)","(X)","(X)","31.9","(X)","(X)","(X)","35.6","(X)","(X)","(X)",
"1400000US42003562900","Census Tract 5629, Allegheny County, Pennsylvania","842","52","36750","7133","79.5","7.4","40841","4372","13.8","5.6","-","**","0.0","2.6","-","**","5.5","3.5","45769","41681","0.0","2.6","-","**","0.0","2.6","-","**","1.3","2.0","-","**","0.7","1.0","-","**","78.7","7.5","40697","4683","2.3","1.8","-","**","28.4","6.4","55750","38393","47.5","6.2","36579","10096","21.9","3.4","25833","7279","483","46","42179","10614","48.7","13.1","25074","18055","51.3","13.1","55682","10433","57.8","13.9","58516","11949","28.8","12.1","21895","3629","13.5","7.0","-","**","359","56","27396","6027","54.9","11.9","31250","4377","47.1","11.3","30750","4066","7.8","5.9","-","**","45.1","11.9","23235","12994","35.1","11.1","-","**","10.0","8.0","130781","19613","30.8","(X)","(X)","(X)","36.0","(X)","(X)","(X)","23.7","(X)","(X)","(X)",
"1400000US42003563000","Census Tract 5630, Allegheny County, Pennsylvania","1330","97","61318","4865","58.7","6.0","63807","8462","39.2","5.9","52361","13239","0.0","1.7","-","**","1.4","1.5","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.7","1.1","-","**","4.2","3.2","-","**","56.3","6.2","62255","6980","8.4","5.1","83516","27567","38.0","6.6","61655","11574","30.5","4.2","70347","16593","23.2","3.7","41875","10772","740","128","67692","11862","41.4","9.4","74342","11569","58.6","9.4","62125","9859","63.9","10.7","73811","10022","25.4","10.9","-","**","10.7","5.9","74886","22242","590","141","56667","9239","60.5","10.9","46094","26530","41.0","11.0","38594","14703","19.5","11.7","58194","37423","39.5","10.9","61691","17179","16.4","8.5","37361","22318","23.1","10.6","82969","29374","35.0","(X)","(X)","(X)","33.9","(X)","(X)","(X)","34.6","(X)","(X)","(X)",
"1400000US42003563100","Census Tract 5631, Allegheny County, Pennsylvania","1637","83","53184","4300","86.2","5.5","52981","5705","3.5","1.8","101094","18605","0.0","1.4","-","**","5.4","3.0","62955","34481","0.5","0.9","-","**","0.0","1.4","-","**","4.4","4.3","-","**","0.6","1.0","-","**","85.6","5.4","53301","5971","1.7","1.6","73611","44343","34.0","5.1","59102","9019","41.3","5.4","60000","13511","23.0","3.2","28036","12357","1000","104","63088","5380","46.9","7.3","63156","20363","53.1","7.3","62841","8121","75.7","6.7","66797","15596","16.2","5.8","46250","8906","8.1","4.2","70313","13170","637","109","31055","2192","53.2","11.7","27861","8755","43.8","10.2","21065","4646","9.4","6.4","48750","13228","46.8","11.7","32813","14866","40.8","11.7","31857","2837","6.0","3.9","75938","39642","30.7","(X)","(X)","(X)","28.8","(X)","(X)","(X)","33.8","(X)","(X)","(X)",
"1400000US42003563200","Census Tract 5632, Allegheny County, Pennsylvania","1413","123","30394","5970","68.8","6.3","48261","16652","26.8","6.3","8935","986","0.0","1.6","-","**","0.8","1.2","-","**","0.0","1.6","-","**","2.8","3.6","-","**","0.8","1.2","-","**","4.0","4.0","21411","5786","67.6","6.4","49185","12911","5.5","3.6","-","**","37.7","5.9","54205","24568","40.1","6.1","18393","15770","16.7","2.7","21172","5574","381","105","53958","12233","22.6","16.1","-","**","77.4","16.1","55451","9754","68.8","15.4","72778","38710","23.9","16.2","2,500-","***","7.3","6.7","39375","29958","1032","127","25473","6316","33.5","8.9","29514","5169","29.5","8.1","28056","6738","4.1","5.3","-","**","66.5","8.9","22237","5465","59.9","8.8","21009","6738","6.6","3.1","94722","86438","22.4","(X)","(X)","(X)","19.7","(X)","(X)","(X)","23.4","(X)","(X)","(X)",
"1400000US42003563300","Census Tract 5633, Allegheny County, Pennsylvania","525","44","153750","25253","93.1","3.9","144250","24155","4.8","3.6","250,000+","***","0.0","4.2","-","**","2.1","1.4","210625","92129","0.0","4.2","-","**","0.0","4.2","-","**","0.0","4.2","-","**","0.8","1.0","-","**","92.4","4.0","145625","24648","0.0","4.2","-","**","19.0","4.2","166250","74198","53.7","4.3","218333","77899","27.2","3.6","56250","28967","418","38","207143","31939","40.0","6.0","250,000+","***","60.0","6.0","186250","51897","86.6","5.8","208750","33994","10.8","5.4","120625","61732","2.6","1.4","250,000+","***","107","36","28125","7601","50.5","17.4","23125","6578","49.5","16.1","22813","6443","0.9","3.2","-","**","49.5","17.4","-","**","39.3","15.1","29375","15544","10.3","12.2","-","**","28.0","(X)","(X)","(X)","23.4","(X)","(X)","(X)","43.0","(X)","(X)","(X)",
"1400000US42003563800","Census Tract 5638, Allegheny County, Pennsylvania","1699","68","74345","6617","97.6","1.0","74107","6906","1.5","0.9","95000","55918","0.0","1.3","-","**","0.4","0.4","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.4","0.3","250,000+","***","0.4","0.5","-","**","97.2","1.2","73690","7233","0.4","0.4","-","**","17.5","1.9","94444","9190","33.9","2.6","106667","7261","48.2","2.7","47891","7151","903","57","107406","4249","38.0","3.8","107148","6061","62.0","3.8","108333","10093","84.8","3.3","115833","13861","10.6","3.0","62500","18627","4.5","1.8","105208","23649","796","73","41985","4702","61.7","5.3","39097","4016","58.9","5.3","37569","4052","2.8","1.9","141250","28021","38.3","5.3","50724","8307","31.9","5.8","44423","12320","6.4","2.9","80750","30303","27.9","(X)","(X)","(X)","20.4","(X)","(X)","(X)","36.4","(X)","(X)","(X)",
"1400000US42003563900","Census Tract 5639, Allegheny County, Pennsylvania","1937","93","51555","7647","81.1","6.1","53361","4721","12.3","5.1","24704","13722","0.0","1.2","-","**","2.6","2.5","-","**","0.0","1.2","-","**","0.5","0.7","-","**","3.5","3.0","92674","58402","0.7","0.9","-","**","80.4","6.1","53539","4972","1.6","1.2","52917","44865","28.0","4.2","44873","20688","42.0","4.6","60259","15713","28.4","3.1","39167","9185","1047","97","72279","10999","37.2","5.7","80250","22595","62.8","5.7","65302","7359","66.0","7.7","81635","10234","27.4","7.4","38828","20679","6.6","4.0","77083","31716","890","138","34459","5704","60.7","8.3","32446","4216","57.5","8.3","31902","3437","3.1","2.3","75278","7147","39.3","8.3","39737","8423","34.5","7.9","36806","18880","4.8","3.9","143438","116092","31.1","(X)","(X)","(X)","30.9","(X)","(X)","(X)","31.3","(X)","(X)","(X)",
"1400000US42003564000","Census Tract 5640, Allegheny County, Pennsylvania","2374","147","64505","11024","97.5","2.3","64210","11212","0.6","1.1","-","**","0.3","0.5","-","**","1.5","1.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","1.1","1.1","-","**","96.5","2.6","63851","11470","4.4","3.7","63465","19418","31.7","6.0","80299","34761","45.1","5.5","79208","27771","18.8","4.0","27276","2495","1402","142","84643","26281","48.9","6.9","100335","27076","51.1","6.9","78836","17016","85.4","5.5","102165","12499","9.5","4.8","53828","24319","5.1","3.7","31154","12649","972","180","42500","10830","44.7","11.4","31369","3966","37.4","9.7","30327","6527","7.2","4.9","62632","2812","55.3","11.4","63114","25177","26.2","11.9","37938","18359","29.1","13.1","80957","22861","27.1","(X)","(X)","(X)","29.5","(X)","(X)","(X)","23.6","(X)","(X)","(X)",
"1400000US42003564100","Census Tract 5641, Allegheny County, Pennsylvania","368","20","131875","12866","98.9","1.0","131875","12093","0.3","0.6","-","**","0.0","5.9","-","**","0.8","0.8","-","**","0.0","5.9","-","**","0.0","5.9","-","**","0.0","5.9","-","**","0.3","0.6","-","**","98.6","1.3","131563","11585","0.0","5.9","-","**","20.1","2.5","161250","26517","44.6","3.4","151250","12940","35.3","2.8","83125","11459","293","20","152083","12680","31.7","3.4","130625","37835","68.3","3.4","158000","8025","91.8","4.8","155938","7344","6.1","3.1","141250","48542","2.0","3.0","-","**","75","14","47083","15390","62.7","9.1","36042","10914","57.3","8.7","35208","4290","5.3","4.5","-","**","37.3","9.1","96250","51778","30.7","8.6","-","**","6.7","4.6","94375","29251","26.4","(X)","(X)","(X)","27.6","(X)","(X)","(X)","21.3","(X)","(X)","(X)",
"1400000US42003564200","Census Tract 5642, Allegheny County, Pennsylvania","1076","69","57857","9715","95.4","3.8","54531","10550","2.5","3.4","-","**","0.0","2.1","-","**","0.8","1.2","-","**","0.0","2.1","-","**","0.0","2.1","-","**","1.2","1.5","168523","27053","1.1","1.5","-","**","95.4","3.9","54375","10603","0.7","1.0","-","**","20.0","4.9","78281","30991","48.6","5.9","65272","13819","30.7","5.0","31786","4271","628","77","76438","10289","24.4","4.8","77083","54292","75.6","4.8","75096","18532","83.6","8.4","86116","6801","14.8","8.1","60536","27067","1.6","2.0","-","**","448","89","29231","10947","52.9","12.1","28438","24308","45.3","12.1","17022","16374","7.6","5.9","118846","50136","47.1","12.1","30972","14883","44.6","11.7","31111","14572","2.5","2.3","-","**","23.0","(X)","(X)","(X)","26.4","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"1400000US42003564400","Census Tract 5644, Allegheny County, Pennsylvania","2657","197","44298","5139","93.5","2.3","44056","5011","5.6","2.3","56786","31749","0.1","0.2","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.9","0.9","-","**","0.0","0.8","-","**","93.5","2.3","44056","5011","1.2","1.1","37750","18749","26.8","4.3","43830","9195","43.3","4.6","58929","7364","28.6","3.9","24448","6281","1474","152","55362","6081","30.3","5.8","50625","18760","69.7","5.8","56540","5444","70.6","8.1","58639","7949","20.9","7.2","37407","4324","8.5","4.4","51250","7298","1183","203","27930","8927","51.8","9.9","19398","5705","45.9","10.0","19398","5364","5.9","5.3","-","**","48.2","9.9","42759","11236","40.6","8.5","39167","10937","7.6","6.3","60395","13180","28.0","(X)","(X)","(X)","30.7","(X)","(X)","(X)","22.7","(X)","(X)","(X)",
"1400000US42003564500","Census Tract 5645, Allegheny County, Pennsylvania","1215","76","64456","9355","98.9","0.9","64718","10954","0.9","0.8","40938","15324","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.2","0.3","-","**","2.1","1.9","-","**","97.1","2.0","64615","10686","0.0","1.8","-","**","27.5","4.8","89167","24990","40.9","4.3","84531","18434","31.6","5.1","44087","2396","872","76","70500","14735","44.3","7.7","64432","38161","55.7","7.7","71333","11594","82.2","8.2","88011","15032","16.9","8.1","35417","17643","0.9","1.2","-","**","343","72","43480","7875","44.6","11.2","29028","11636","43.7","11.1","28611","11796","0.9","1.3","-","**","55.4","11.2","59688","40279","47.2","11.9","76875","60549","8.2","5.9","57813","26727","27.8","(X)","(X)","(X)","28.4","(X)","(X)","(X)","26.2","(X)","(X)","(X)",
"1400000US42003980000","Census Tract 9800, Allegheny County, Pennsylvania","157","35","101917","8929","77.7","14.3","105625","27414","5.7","9.0","-","**","0.0","13.3","-","**","13.4","12.3","-","**","0.0","13.3","-","**","0.0","13.3","-","**","3.2","4.9","-","**","5.7","7.0","-","**","75.2","13.3","106875","30648","2.5","3.5","-","**","55.4","13.6","102250","11345","23.6","12.3","155521","47161","18.5","9.5","55469","22602","62","26","96875","21866","27.4","18.0","-","**","72.6","18.0","109250","18973","88.7","11.5","101563","17927","11.3","11.5","-","**","0.0","29.6","-","**","95","32","103438","35184","42.1","17.6","-","**","33.7","18.3","-","**","8.4","8.9","-","**","57.9","17.6","140938","53319","53.7","17.7","142188","65155","4.2","6.2","-","**","17.8","(X)","(X)","(X)","32.3","(X)","(X)","(X)","8.4","(X)","(X)","(X)",
"1400000US42003980100","Census Tract 9801, Allegheny County, Pennsylvania","17","16","-","**","100.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","0.0","59.8","-","**","100.0","59.8","-","**","0.0","59.8","-","**","23.5","57.7","-","**","76.5","57.7","-","**","0.0","59.8","-","**","4","7","-","**","100.0","100.0","-","**","0.0","100.0","-","**","0.0","100.0","-","**","0.0","100.0","-","**","100.0","100.0","-","**","13","18","-","**","0.0","68.4","-","**","0.0","68.4","-","**","0.0","68.4","-","**","100.0","68.4","-","**","100.0","68.4","-","**","0.0","68.4","-","**","76.5","(X)","(X)","(X)","0.0","(X)","(X)","(X)","100.0","(X)","(X)","(X)",
"1400000US42003980300","Census Tract 9803, Allegheny County, Pennsylvania","0","10","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","10","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","10","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
